Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Definition,0,file_id,type,1,,manufacturer,1,,time_created,1,,product,1,,product_name,15,,
Data,0,file_id,type,"4",,manufacturer,"294",,time_created,"1018086737",,product,"841",,product_name,"COROS APEX Pro",,
Definition,0,developer_data_id,manufacturer_id,1,,developer_data_index,1,,application_id,16,,,,,,,,
Data,0,developer_data_id,manufacturer_id,"294",,developer_data_index,"0",,application_id,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71",,,,,,,,
Definition,0,device_info,timestamp,1,,manufacturer,1,,product_name,15,,,,,,,,
Data,0,device_info,timestamp,"1018086737",s,manufacturer,"294",,product_name,"COROS APEX Pro",,,,,,,,
Definition,0,activity,timestamp,1,,total_timer_time,1,,local_timestamp,1,,num_sessions,1,,type,1,,event,1,,event_type,1,,
Data,0,activity,timestamp,"997353522",,total_timer_time,"14624.12",s,local_timestamp,"997360722",,num_sessions,"1",,type,"1",,event,"26",,event_type,"1",,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,11,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"8",,fit_base_type_id,"132",,field_name,"Form Power",,units,"Watts",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,21,,units,5,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"9",,fit_base_type_id,"136",,field_name,"Leg Spring Stiffness",,units,"KN/m",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,10,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"11",,fit_base_type_id,"132",,field_name,"Air Power",,units,"Watts",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"12",,fit_base_type_id,"134",,field_name,"Sat",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"13",,fit_base_type_id,"136",,field_name,"hdop",,units,"m",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"14",,fit_base_type_id,"134",,field_name,"cog",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"15",,fit_base_type_id,"134",,field_name,"idx",,,,,,,,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,event_group,1,,,,,,,,,,,
Data,0,event,timestamp,"997353522",s,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,activity_type,1,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353522",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,heart_rate,1,,activity_type,1,,idx,1,,Sat,1,,hdop,1,,cog,1,,
Data,0,record,timestamp,"997353523",s,position_lat,"635478662",semicircles,position_long,"81181365",semicircles,distance,"0.0",m,heart_rate,"0",bpm,activity_type,"43",,idx,"1",null,Sat,"11",null,hdop,"1.0",m,cog,"135",null,
Data,0,record,timestamp,"997353524",s,position_lat,"635478692",semicircles,position_long,"81181456",semicircles,distance,"0.0",m,heart_rate,"0",bpm,activity_type,"43",,idx,"2",null,Sat,"11",null,hdop,"1.0",m,cog,"135",null,
Data,0,record,timestamp,"997353525",s,position_lat,"635478723",semicircles,position_long,"81181564",semicircles,distance,"0.0",m,heart_rate,"0",bpm,activity_type,"43",,idx,"3",null,Sat,"11",null,hdop,"1.0",m,cog,"135",null,
Data,0,record,timestamp,"997353526",s,position_lat,"635478822",semicircles,position_long,"81181962",semicircles,distance,"0.0",m,activity_type,"43",,idx,"4",null,Sat,"0",null,hdop,"1.0",m,cog,"135",null,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,event_group,1,,,,,,,,,,,,,,,,,,,,
Data,0,event,timestamp,"997353526",s,event,"0",,event_type,"4",,event_group,"0",,,,,,,,,,,,,,,,,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,event_group,1,,data,0,,,,,,,,,,,,,,,,,
Data,0,event,timestamp,"997353534",s,event,"0",,event_type,"0",,event_group,"0",,timer_trigger,"7497790",,,,,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,heart_rate,1,,activity_type,1,,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353534",s,distance,"0.0",m,heart_rate,"99",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353535",s,distance,"4.0",m,heart_rate,"102",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353536",s,distance,"4.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353537",s,distance,"4.0",m,heart_rate,"106",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353538",s,distance,"4.0",m,heart_rate,"110",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353539",s,distance,"4.0",m,heart_rate,"114",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353540",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353541",s,distance,"4.0",m,heart_rate,"119",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353542",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353543",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353544",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353545",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353546",s,distance,"4.0",m,heart_rate,"118",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353547",s,distance,"4.0",m,heart_rate,"119",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
Data,0,record,timestamp,"997353548",s,distance,"4.0",m,heart_rate,"121",bpm,activity_type,"43",,,,,,,,,,,,,,,,,,,,
