Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,
Definition,0,file_id,type,1,,manufacturer,1,,time_created,1,,product,1,,product_name,13,,
Data,0,file_id,type,"4",,manufacturer,"294",,time_created,"1017732099",,product,"831",,product_name,"COROS VERTIX",,
Definition,0,developer_data_id,manufacturer_id,1,,developer_data_index,1,,application_id,16,,,,,,,,
Data,0,developer_data_id,manufacturer_id,"294",,developer_data_index,"0",,application_id,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71",,,,,,,,
Definition,0,device_info,timestamp,1,,manufacturer,1,,product_name,13,,,,,,,,
Data,0,device_info,timestamp,"1017732099",s,manufacturer,"294",,product_name,"COROS VERTIX",,,,,,,,
Definition,0,activity,timestamp,1,,total_timer_time,1,,local_timestamp,1,,num_sessions,1,,type,1,,event,1,,event_type,1,,
Data,0,activity,timestamp,"996404203",,total_timer_time,"10025.45",s,local_timestamp,"996407803",,num_sessions,"1",,type,"1",,event,"26",,event_type,"1",,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,11,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"8",,fit_base_type_id,"132",,field_name,"Form Power",,units,"Watts",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,21,,units,5,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"9",,fit_base_type_id,"136",,field_name,"Leg Spring Stiffness",,units,"KN/m",,,,,,,,
Definition,0,field_description,developer_data_index,1,,field_definition_number,1,,fit_base_type_id,1,,field_name,10,,units,6,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"11",,fit_base_type_id,"132",,field_name,"Air Power",,units,"Watts",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"12",,fit_base_type_id,"134",,field_name,"Sat",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"13",,fit_base_type_id,"136",,field_name,"hdop",,units,"m",,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"14",,fit_base_type_id,"134",,field_name,"cog",,,,,,,,,,,
Data,0,field_description,developer_data_index,"0",,field_definition_number,"15",,fit_base_type_id,"134",,field_name,"idx",,,,,,,,,,,
Definition,0,event,timestamp,1,,event,1,,event_type,1,,event_group,1,,,,,,,,,,,
Data,0,event,timestamp,"996404203",s,event,"0",,event_type,"0",,event_group,"0",,,,,,,,,,,
Definition,0,record,timestamp,1,,distance,1,,activity_type,1,,,,,,,,,,,,,,
Data,0,record,timestamp,"996404203",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404204",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404205",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404206",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404207",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404208",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404209",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404210",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404211",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404212",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404213",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404214",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404215",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404216",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Data,0,record,timestamp,"996404217",s,distance,"0.0",m,activity_type,"43",,,,,,,,,,,,,,
Definition,0,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,activity_type,1,,idx,1,,Sat,1,,hdop,1,,cog,1,,
Data,0,record,timestamp,"996404218",s,position_lat,"603338608",semicircles,position_long,"-29311898",semicircles,distance,"0.0",m,activity_type,"43",,idx,"15",null,Sat,"12",null,hdop,"0.8",m,cog,"351",null,
Data,0,record,timestamp,"996404219",s,position_lat,"603338627",semicircles,position_long,"-29311947",semicircles,distance,"0.0",m,activity_type,"43",,idx,"16",null,Sat,"12",null,hdop,"0.8",m,cog,"351",null,
Data,0,record,timestamp,"996404220",s,position_lat,"603338656",semicircles,position_long,"-29312010",semicircles,distance,"1.5",m,activity_type,"43",,idx,"17",null,Sat,"12",null,hdop,"0.8",m,cog,"351",null,
Data,0,record,timestamp,"996404221",s,position_lat,"603338703",semicircles,position_long,"-29312081",semicircles,distance,"3.0",m,activity_type,"43",,idx,"18",null,Sat,"12",null,hdop,"0.8",m,cog,"351",null,
Data,0,record,timestamp,"996404222",s,position_lat,"603338770",semicircles,position_long,"-29312139",semicircles,distance,"4.0",m,activity_type,"43",,idx,"19",null,Sat,"12",null,hdop,"0.8",m,cog,"6",null,
Definition,0,record,timestamp,1,,position_lat,1,,position_long,1,,distance,1,,speed,1,,activity_type,1,,idx,1,,Sat,1,,hdop,1,,cog,1,,
Data,0,record,timestamp,"996404223",s,position_lat,"603338847",semicircles,position_long,"-29312175",semicircles,distance,"5.0",m,speed,"0.769",m/s,activity_type,"43",,enhanced_speed,"0.769",m/s,idx,"20",null,Sat,"12",null,hdop,"0.8",m,cog,"38",null,
Data,0,record,timestamp,"996404224",s,position_lat,"603338931",semicircles,position_long,"-29312195",semicircles,distance,"5.5",m,speed,"0.822",m/s,activity_type,"43",,enhanced_speed,"0.822",m/s,idx,"21",null,Sat,"12",null,hdop,"0.8",m,cog,"358",null,
Data,0,record,timestamp,"996404225",s,position_lat,"603339008",semicircles,position_long,"-29312213",semicircles,distance,"6.0",m,speed,"0.822",m/s,activity_type,"43",,enhanced_speed,"0.822",m/s,idx,"22",null,Sat,"12",null,hdop,"0.8",m,cog,"338",null,
Data,0,record,timestamp,"996404226",s,position_lat,"603339085",semicircles,position_long,"-29312241",semicircles,distance,"7.0",m,speed,"0.822",m/s,activity_type,"43",,enhanced_speed,"0.822",m/s,idx,"23",null,Sat,"12",null,hdop,"0.8",m,cog,"347",null,
Data,0,record,timestamp,"996404227",s,position_lat,"603339166",semicircles,position_long,"-29312283",semicircles,distance,"8.0",m,speed,"0.822",m/s,activity_type,"43",,enhanced_speed,"0.822",m/s,idx,"24",null,Sat,"12",null,hdop,"0.8",m,cog,"321",null,
Data,0,record,timestamp,"996404228",s,position_lat,"603339248",semicircles,position_long,"-29312334",semicircles,distance,"8.5",m,speed,"0.822",m/s,activity_type,"43",,enhanced_speed,"0.822",m/s,idx,"25",null,Sat,"12",null,hdop,"0.8",m,cog,"322",null,
